Serial Number,WF5141158
Sample ID,00054
Start Time,2023-08-16 19:15:36 UTC
Duration,32 days, 23:28:01
Total Volume (l),1.97
Distance (m),347
Peak Pressure (psi),6.9
Avg Flow (l/min),0.6
Avg Rate (mL/m),22.6
Avg Speed (m/s),1.1


Elapsed time (s),Volume (l),Pressure (psi),Flow (l/min),Rate (mL/m),Speed (m/s),Latitude,Longitude,Elevation (m),Accuracy (±m),Status
132,1.41,1.29,0.70,7.49,1.56,41.531098,-82.853474,181.0,2.8,
134,1.44,1.87,0.69,7.41,1.55,41.531118,-82.853449,180.8,2.8,
136,1.46,1.54,0.70,7.55,1.55,41.531138,-82.853424,180.5,2.8,
138,1.48,1.95,0.69,7.45,1.54,41.531157,-82.853398,180.4,2.8,
140,1.51,1.41,0.71,7.68,1.54,41.531178,-82.853372,180.4,2.8,
142,1.53,1.34,0.70,7.59,1.54,41.531198,-82.853347,180.4,2.8,
144,1.55,1.38,0.71,7.70,1.54,41.531220,-82.853322,180.3,2.8,
146,1.58,1.41,0.69,7.48,1.54,41.531241,-82.853296,180.2,2.8,
148,1.60,1.58,0.70,7.57,1.54,41.531263,-82.853271,180.0,2.8,
150,1.62,1.67,0.70,7.54,1.55,41.531284,-82.853245,179.8,2.1,
152,1.65,1.48,0.70,7.51,1.55,41.531305,-82.853219,179.7,2.1,
154,1.67,1.50,0.70,7.49,1.56,41.531326,-82.853193,179.6,2.1,
156,1.69,1.39,0.70,7.45,1.57,41.531347,-82.853167,179.4,2.1,
158,1.72,1.48,0.70,7.42,1.57,41.531368,-82.853141,179.3,2.1,
160,1.74,1.76,0.71,7.52,1.57,41.531388,-82.853115,179.2,2.1,
162,1.76,4.53,0.68,7.19,1.58,41.531409,-82.853089,179.1,2.1,
164,1.79,6.26,0.66,6.98,1.58,41.531430,-82.853063,179.0,2.1,
166,1.81,6.84,0.67,7.09,1.58,41.531450,-82.853036,178.9,2.1,
168,1.83,6.93,0.68,7.20,1.57,41.531470,-82.853009,178.8,2.1,
170,1.85,6.47,0.69,7.32,1.57,41.531489,-82.852982,178.7,2.1,
172,1.88,6.08,0.68,7.21,1.57,41.531508,-82.852954,178.6,2.1,
174,1.89,6.18,0.59,6.26,1.57,41.531527,-82.852926,178.5,2.1,
176,1.91,6.03,0.52,5.55,1.56,41.531546,-82.852898,178.5,2.1,
178,1.92,6.51,0.37,3.94,1.56,41.531565,-82.852869,178.7,2.1,
180,1.93,6.26,0.28,2.99,1.56,41.531583,-82.852840,178.8,2.1,
182,1.93,5.84,0.09,0.96,1.56,41.531600,-82.852811,178.8,2.1,lm
184,1.93,6.95,0.13,1.39,1.56,41.531617,-82.852782,178.8,2.1,l
186,1.95,5.95,0.38,4.07,1.56,41.531635,-82.852755,178.7,2.1,
188,1.96,5.13,0.39,4.18,1.55,41.531652,-82.852726,178.6,2.1,
190,1.97,4.87,0.25,2.68,1.55,41.531668,-82.852697,178.4,2.3,
192,1.97,4.88,0.10,1.07,1.55,41.531684,-82.852669,178.3,2.3,l
194,1.97,4.82,0.03,0.32,1.55,41.531699,-82.852642,178.4,2.3,lm
196,1.97,4.66,0.01,0.11,1.55,41.531714,-82.852613,178.4,2.3,lm
198,1.97,4.66,0.01,0.11,1.55,41.531731,-82.852584,178.4,2.3,lm
84357,0.00,-0.00,0.00,0.00,0.66,42.152073,-80.116474,183.4,6.7,
84359,0.00,0.07,0.00,0.00,0.58,42.152071,-80.116477,182.9,6.7,
84361,0.00,0.21,0.06,1.83,0.52,42.152071,-80.116477,182.9,6.3,
84363,0.00,0.66,0.01,0.33,0.48,42.152071,-80.116480,182.1,6.3,
84365,0.00,1.84,0.00,0.00,0.45,42.152069,-80.116490,181.8,6.3,
84367,0.00,2.81,0.00,0.00,0.16,42.152069,-80.116492,181.4,6.3,
84369,0.00,3.46,0.00,0.00,0.14,42.152061,-80.116493,182.1,6.3,
84371,0.00,4.72,0.00,0.00,0.15,42.152057,-80.116497,181.8,6.3,
84373,0.01,5.82,0.18,18.92,0.16,42.152054,-80.116501,181.5,6.3,
84375,0.04,6.32,0.71,69.63,0.17,42.152051,-80.116501,180.6,6.3,
84377,0.08,3.80,1.02,95.53,0.18,42.152047,-80.116502,179.6,6.3,
84379,0.10,1.80,0.80,71.57,0.19,42.152046,-80.116504,178.5,6.3,
84381,0.13,3.01,0.79,64.65,0.21,42.152045,-80.116508,177.5,5.8,
84383,0.15,3.17,0.67,50.09,0.23,42.152041,-80.116513,176.8,5.8,
84385,0.17,1.04,0.74,53.98,0.23,42.152039,-80.116518,175.8,5.8,
84387,0.20,3.17,0.68,48.27,0.24,42.152036,-80.116522,175.2,5.8,
84389,0.22,1.27,0.72,48.53,0.25,42.152031,-80.116524,175.1,5.8,
84391,0.24,2.16,0.69,46.69,0.25,42.152024,-80.116523,175.4,5.1,
84393,0.27,2.20,0.71,47.40,0.25,42.152020,-80.116524,175.2,5.1,
84395,0.29,2.74,0.69,44.94,0.26,42.152016,-80.116528,174.7,5.1,
84397,0.32,1.64,0.71,44.28,0.27,42.152011,-80.116532,174.4,5.1,
84399,0.34,1.89,0.70,41.98,0.28,42.152005,-80.116535,174.2,5.1,
84401,0.36,1.96,0.70,40.82,0.29,42.151998,-80.116538,174.0,4.5,
84403,0.38,1.91,0.70,40.61,0.28,42.151993,-80.116540,173.8,4.5,
84405,0.41,2.43,0.71,41.79,0.28,42.151987,-80.116542,173.9,4.5,
84407,0.43,2.75,0.69,40.78,0.28,42.151984,-80.116545,173.6,4.5,
84409,0.46,2.08,0.70,41.73,0.28,42.151980,-80.116547,173.5,4.5,
84411,0.48,2.06,0.70,42.51,0.27,42.151977,-80.116549,173.3,4.5,
84413,0.50,2.05,0.70,43.25,0.26,42.151974,-80.116551,173.2,4.5,
84415,0.52,1.81,0.70,45.79,0.25,42.151972,-80.116553,173.0,4.5,
84417,0.55,2.77,0.70,49.31,0.23,42.151970,-80.116554,172.9,4.5,
84419,0.57,1.78,0.70,52.80,0.21,42.151966,-80.116555,172.9,4.5,
84421,0.60,2.74,0.69,56.30,0.20,42.151964,-80.116554,172.9,4.5,
84423,0.62,1.90,0.71,61.04,0.19,42.151959,-80.116556,173.0,4.5,
84425,0.64,2.77,0.70,60.11,0.19,42.151957,-80.116559,173.0,4.5,
84427,0.66,2.62,0.70,60.46,0.19,42.151953,-80.116561,173.1,4.5,
84429,0.69,1.77,0.70,59.88,0.19,42.151951,-80.116564,173.1,4.5,
84431,0.71,2.18,0.70,61.11,0.19,42.151949,-80.116566,173.0,4.5,
84433,0.74,2.22,0.69,61.43,0.18,42.151946,-80.116568,173.1,4.5,
84435,0.76,2.14,0.70,64.55,0.18,42.151945,-80.116569,172.9,4.5,
84437,0.78,2.69,0.70,66.01,0.17,42.151944,-80.116570,172.8,4.5,
84439,0.81,2.84,0.70,68.77,0.17,42.151943,-80.116571,172.6,4.5,
84441,0.83,1.90,0.70,70.28,0.16,42.151941,-80.116570,172.4,4.5,
84443,0.85,2.71,0.70,72.06,0.16,42.151940,-80.116568,172.5,4.5,
84445,0.88,1.92,0.70,76.65,0.15,42.151938,-80.116569,172.5,4.5,
84447,0.90,2.63,0.70,77.52,0.15,42.151935,-80.116572,172.5,4.5,
84449,0.92,2.16,0.70,79.55,0.15,42.151933,-80.116574,172.3,4.5,
84451,0.95,2.57,0.70,80.24,0.15,42.151930,-80.116576,172.2,4.5,
84453,0.97,2.34,0.70,77.73,0.16,42.151927,-80.116580,172.2,4.5,
84455,0.99,2.65,0.70,70.84,0.16,42.151926,-80.116582,172.2,4.5,
84457,1.02,2.77,0.70,69.55,0.18,42.151921,-80.116587,172.0,4.5,
84459,1.04,2.16,0.70,63.46,0.19,42.151918,-80.116592,171.8,4.5,
84461,1.06,2.97,0.70,56.99,0.22,42.151913,-80.116597,171.6,6.5,
84463,1.09,2.84,0.69,52.36,0.23,42.151913,-80.116601,171.2,6.5,
84465,1.11,2.24,0.70,49.61,0.24,42.151911,-80.116604,170.9,6.5,
84467,1.13,2.66,0.70,48.51,0.24,42.151908,-80.116609,170.6,6.5,
84469,1.16,2.45,0.70,47.01,0.26,42.151904,-80.116615,170.3,6.5,
84471,1.18,2.50,0.70,44.23,0.27,42.151901,-80.116622,169.8,6.5,
84473,1.20,2.43,0.70,43.51,0.27,42.151897,-80.116625,169.8,6.5,
84475,1.23,1.96,0.70,42.33,0.27,42.151893,-80.116628,169.6,6.5,
84477,1.25,2.91,0.69,41.80,0.27,42.151889,-80.116630,169.9,6.5,
84479,1.27,2.19,0.71,44.23,0.26,42.151885,-80.116631,170.2,6.5,
84481,1.30,2.73,0.69,45.85,0.24,42.151880,-80.116632,170.2,5.4,
