"Tag","Serial Number","Sample ID","Date","Elapsed time (s)","Volume (l)","Pressure (psi)","Flow (l/min)","Rate (mL/m)","Speed (m/s)","Latitude","Longitude","Elevation (m)","Accuracy (±m)","Status"
"WF5141158_00040","WF5141158","00040","2023-08-09",116,1.21,2.87,0.7,5.44,2.15,41.456133,-82.141711,172.8,3.5,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",118,1.24,1.42,0.7,5.44,2.14,41.456114,-82.141668,172.8,3.5,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",120,1.26,2.28,0.7,5.44,2.14,41.456095,-82.141624,172.4,4.8,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",122,1.28,1.48,0.7,5.42,2.15,41.456076,-82.14158,171.8,4.8,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",124,1.31,2.32,0.7,5.44,2.14,41.456058,-82.141533,171.8,4.8,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",126,1.33,1.65,0.7,5.45,2.14,41.45604,-82.141488,171.6,4.8,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",128,1.35,1.98,0.7,5.45,2.14,41.456022,-82.141445,171.3,4.8,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",130,1.38,1.34,0.7,5.43,2.15,41.456001,-82.141399,171.6,4.2,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",132,1.4,1.44,0.7,5.43,2.15,41.455979,-82.141353,172.5,4.2,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",134,1.42,1.55,0.7,5.43,2.15,41.455958,-82.141311,172.8,4.2,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",136,1.45,2.91,0.71,5.51,2.15,41.455937,-82.141267,173.1,4.2,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",138,1.47,2.21,0.69,5.36,2.15,41.455915,-82.141224,173.1,4.2,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",140,1.49,1.71,0.7,5.44,2.14,41.455892,-82.141182,173.1,4.2,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",142,1.52,1.4,0.7,5.45,2.14,41.455869,-82.14114,173,4.2,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",144,1.54,1.34,0.7,5.45,2.14,41.455847,-82.141098,172.8,4.2,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",146,1.56,2.29,0.7,5.45,2.14,41.455823,-82.141056,172.6,4.2,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",148,1.59,2.74,0.7,5.47,2.13,41.455801,-82.141018,172.5,4.2,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",150,1.61,1.76,0.7,5.5,2.12,41.455778,-82.140979,172.4,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",152,1.64,1.38,0.7,5.51,2.12,41.455755,-82.14094,172.6,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",154,1.66,2.72,0.7,5.52,2.11,41.455732,-82.1409,172.3,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",156,1.68,1.75,0.7,5.53,2.11,41.45571,-82.14086,172,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",158,1.71,2.71,0.7,5.53,2.11,41.455688,-82.14082,171.7,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",160,1.73,2.94,0.7,5.55,2.1,41.455666,-82.140779,171.7,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",162,1.75,2.67,0.71,5.65,2.09,41.455644,-82.140739,171.8,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",164,1.78,1.59,0.69,5.53,2.08,41.455623,-82.1407,171.7,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",166,1.8,2.29,0.7,5.65,2.06,41.455603,-82.140661,171.6,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",168,1.82,2.22,0.7,5.68,2.05,41.455583,-82.140622,171.7,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",170,1.85,1.53,0.7,5.72,2.04,41.455563,-82.140584,171.7,4,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",172,1.87,1.32,0.7,5.76,2.03,41.455544,-82.140546,171.8,4,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",174,1.89,3.11,0.7,5.8,2.01,41.455525,-82.140507,171.9,4,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",176,1.91,4.29,0.67,5.61,1.99,41.455506,-82.14047,171.9,4,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",178,1.94,6.61,0.7,5.91,1.97,41.455486,-82.140431,171.9,4,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",180,1.96,7.21,0.7,5.97,1.95,41.455466,-82.140393,172,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",182,1.99,6.82,0.7,6.01,1.94,41.455447,-82.140355,172.1,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",184,2.01,6.3,0.7,6.05,1.93,41.455427,-82.140318,172.2,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",186,2.03,6.33,0.7,6.06,1.93,41.455409,-82.140279,172.1,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",188,2.05,5.76,0.65,5.65,1.92,41.45539,-82.140241,172,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",190,2.07,5.56,0.63,5.48,1.92,41.455371,-82.140202,172,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",192,2.09,5.45,0.6,5.23,1.91,41.455352,-82.140163,171.8,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",194,2.1,5.47,0.39,3.4,1.91,41.455333,-82.140121,171.8,3.9,NA
"WF5141158_00040","WF5141158","00040","2023-08-09",196,2.11,5.19,0.15,1.3,1.92,41.455314,-82.140081,172.2,3.9,"l"
"WF5141158_00040","WF5141158","00040","2023-08-09",198,2.11,5.1,0.05,0.43,1.92,41.455295,-82.140042,172.4,3.9,"lm"
"WF5141158_00040","WF5141158","00040","2023-08-09",200,2.11,5.05,0.01,0.09,1.92,41.455275,-82.140004,172.6,4.1,"lm"
"WF5141158_00040","WF5141158","00040","2023-08-09",202,2.11,5.02,0,0,1.92,41.455256,-82.139966,172.8,4.1,"lm"
"WF5141158_00040","WF5141158","00040","2023-08-09",204,2.11,4.92,0,0,1.92,41.455238,-82.139929,173.1,4.1,"lm"
"WF5141158_00040","WF5141158","00040","2023-08-09",206,2.11,4.88,0,0,1.92,41.455218,-82.139892,173,4.1,"lm"
"WF5141158_00040","WF5141158","00040","2023-08-09",208,2.11,4.75,0,0,1.92,41.455198,-82.139855,173,4.1,"lm"
"WF5141158_00040","WF5141158","00040","2023-08-09",210,2.11,4.76,0,0,1.91,41.455178,-82.139818,172.9,3.9,"lm"
"WF5141158_00040","WF5141158","00040","2023-08-09",212,2.11,4.69,0,0,1.92,41.455159,-82.139779,173.2,3.9,"lm"
"WF5141158_00041","WF5141158","00041","2023-08-09",0,0,0.13,0,0,0.11,41.449719,-82.108879,173.1,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",2,0,0.3,0,0,0.12,41.449728,-82.108894,173.1,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",4,0,0.55,0.01,1.42,0.12,41.44973,-82.108902,173.3,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",6,0,1.39,0,0,0.12,41.449733,-82.108908,173.4,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",8,0,2.13,0,0,0.12,41.449733,-82.108911,173.6,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",10,0,3.11,0,0,0.11,41.449733,-82.108915,174.2,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",12,0,3.18,0,0,0.1,41.449732,-82.108917,174.5,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",14,0,5.02,0.01,1.83,0.08,41.449736,-82.108923,175.4,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",16,0.03,6.02,0.64,131.77,0.08,41.449741,-82.108931,176.6,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",18,0.06,4.78,0.92,202.02,0.07,41.449747,-82.108941,177.8,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",20,0.09,1.09,0.87,231.08,0.06,41.449752,-82.108951,178.8,3.5,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",22,0.12,3.53,0.71,209.44,0.06,41.449756,-82.108965,180,3.5,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",24,0.14,1.83,0.76,227.61,0.05,41.449764,-82.10897,179.9,3.5,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",26,0.16,2.91,0.68,228.26,0.05,41.449771,-82.10897,179.1,3.5,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",28,0.19,1.25,0.73,250.86,0.05,41.449773,-82.108974,179.8,3.5,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",30,0.21,2.25,0.68,260.84,0.04,41.449776,-82.108977,180.5,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",32,0.23,2.11,0.71,286.52,0.04,41.44978,-82.108978,180.5,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",34,0.26,1.97,0.7,281.12,0.04,41.449784,-82.108979,180.3,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",36,0.28,2.06,0.7,263.36,0.04,41.449781,-82.10898,180.3,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",38,0.31,2.4,0.7,255.01,0.04,41.44978,-82.108979,180.3,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",40,0.33,2.51,0.7,316.17,0.04,41.44978,-82.108977,180.1,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",42,0.35,1.78,0.7,323.62,0.04,41.449781,-82.108976,179.8,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",44,0.38,2.33,0.7,335.25,0.03,41.449782,-82.108976,179.8,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",46,0.4,2.6,0.7,348.26,0.03,41.449783,-82.108974,179.6,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",48,0.42,2.58,0.7,358.97,0.03,41.449785,-82.108973,179.1,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",50,0.45,1.78,0.7,406.5,0.03,41.449786,-82.108972,178.7,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",52,0.47,2.7,0.69,339.23,0.03,41.449787,-82.108973,178.2,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",54,0.49,2.37,0.7,344.66,0.03,41.449786,-82.108972,178.2,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",56,0.52,2.14,0.7,374.53,0.03,41.449784,-82.10897,178.6,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",58,0.54,2.53,0.7,396.83,0.03,41.449782,-82.108966,178.8,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",60,0.56,1.96,0.7,362.32,0.03,41.449781,-82.108964,179.3,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",62,0.59,2.09,0.7,377.56,0.03,41.449779,-82.108965,179.8,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",64,0.61,1.73,0.7,386.95,0.03,41.449775,-82.108966,180.1,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",66,0.63,1.77,0.7,351.41,0.03,41.449773,-82.108965,180.1,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",68,0.66,2.22,0.7,320.07,0.04,41.449771,-82.108964,180,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",70,0.68,2.35,0.7,265.45,0.04,41.449768,-82.108964,180,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",72,0.7,2.64,0.7,258.97,0.04,41.449769,-82.108961,179.9,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",74,0.73,1.62,0.7,269.44,0.05,41.449769,-82.108958,180.1,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",76,0.75,2.03,0.7,257.26,0.05,41.449767,-82.108958,180.4,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",78,0.77,2.07,0.7,257.26,0.04,41.449764,-82.108955,180.5,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",80,0.8,2.59,0.7,268.2,0.04,41.449761,-82.108952,180.3,3.6,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",82,0.82,1.77,0.7,266.06,0.04,41.449759,-82.108947,179.5,3.6,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",84,0.84,2.11,0.7,259.55,0.05,41.449756,-82.108949,179.4,3.6,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",86,0.87,2.11,0.7,252.53,0.05,41.449757,-82.108948,178.6,3.6,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",88,0.89,2.52,0.7,241.3,0.05,41.449754,-82.108946,178.1,3.6,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",90,0.91,1.8,0.7,243.82,0.05,41.449754,-82.108939,177,3.4,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",92,0.94,2.02,0.7,242.55,0.05,41.449756,-82.108933,175.6,3.4,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",94,0.96,2.43,0.7,219.3,0.05,41.449752,-82.108931,175.5,3.4,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",96,0.98,2.13,0.7,230.34,0.05,41.449753,-82.108927,175.3,3.4,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",98,1.01,2.29,0.69,220.1,0.05,41.449753,-82.108924,175.1,3.4,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",100,1.03,2.11,0.7,211.35,0.05,41.449755,-82.108924,175.1,3.4,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",102,1.05,2.57,0.69,207.77,0.06,41.449757,-82.108924,175.4,3.4,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",104,1.08,2.1,0.71,213.79,0.05,41.449756,-82.108924,175.8,3.4,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",106,1.1,2.16,0.7,225.23,0.05,41.449756,-82.108923,176.3,3.4,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",108,1.12,2.66,0.7,242.05,0.05,41.449755,-82.108923,176.9,3.4,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",110,1.15,1.68,0.7,258.68,0.04,41.449753,-82.108922,177.4,3.4,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",112,1.17,1.86,0.7,277.12,0.04,41.449752,-82.10892,177.7,3.4,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",114,1.19,2.48,0.7,330.5,0.04,41.449751,-82.108918,177.7,3.4,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",116,1.22,2.6,0.7,319.2,0.03,41.44975,-82.108918,177.7,3.4,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",118,1.24,1.77,0.7,332.38,0.03,41.44975,-82.108917,177.5,3.4,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",120,1.26,2.13,0.7,363.45,0.03,41.449748,-82.108917,177.3,2.7,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",122,1.29,1.93,0.7,354.61,0.03,41.449746,-82.108918,177.2,2.7,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",124,1.31,1.73,0.7,333.81,0.04,41.449745,-82.108919,177.2,2.7,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",126,1.33,1.95,0.7,325.43,0.04,41.449742,-82.108919,177.3,2.7,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",128,1.36,1.72,0.7,307.83,0.04,41.44974,-82.108918,177.5,2.7,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",130,1.38,2.22,0.71,282.08,0.04,41.449738,-82.108917,177.9,2.7,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",132,1.4,2.65,0.7,286.3,0.05,41.449734,-82.108911,178.6,2.7,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",134,1.43,2.67,0.7,255.01,0.05,41.449731,-82.108907,179.1,2.7,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",136,1.45,1.74,0.7,249.55,0.05,41.449728,-82.108905,179.5,2.7,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",138,1.47,2.47,0.7,243.56,0.05,41.449726,-82.108903,179.7,2.7,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",140,1.5,1.87,0.7,222.22,0.05,41.449724,-82.108902,179.9,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",142,1.52,2.16,0.7,221.8,0.05,41.449722,-82.108902,180.1,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",144,1.54,1.9,0.7,223.07,0.05,41.449721,-82.108903,180.2,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",146,1.57,2.3,0.7,226.76,0.05,41.449721,-82.108904,180.2,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",148,1.59,2.63,0.7,250.36,0.05,41.44972,-82.108907,180.4,3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",150,1.61,2.26,0.7,250.09,0.05,41.449719,-82.108907,180.6,4.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",152,1.64,2.52,0.7,245.61,0.04,41.449719,-82.108906,180.5,4.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",154,1.66,1.72,0.7,258.11,0.05,41.44972,-82.108905,180.2,4.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",156,1.68,2.64,0.7,260.71,0.04,41.449721,-82.108903,179.9,4.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",158,1.71,2.16,0.7,271.63,0.04,41.449721,-82.108901,179.5,4.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",160,1.73,1.86,0.7,247.44,0.05,41.449719,-82.1089,179.6,3.3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",162,1.75,2.85,0.7,226.54,0.05,41.449717,-82.1089,179.8,3.3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",164,1.78,5.86,0.68,220.92,0.06,41.449714,-82.1089,180.3,3.3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",166,1.8,7.46,0.69,200.52,0.06,41.449713,-82.1089,180.8,3.3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",168,1.82,7.13,0.7,203.61,0.06,41.449712,-82.108899,181.1,3.3,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",170,1.85,6.01,0.7,209.83,0.06,41.449711,-82.108899,181.3,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",172,1.87,5.61,0.68,221.35,0.05,41.449713,-82.108904,180.9,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",174,1.89,6.16,0.71,232.48,0.05,41.449714,-82.108908,180.7,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",176,1.91,6.02,0.64,210.39,0.05,41.449717,-82.108912,180.4,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",178,1.93,6.46,0.49,162.04,0.05,41.449723,-82.108917,179.8,3.9,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",180,1.94,6.46,0.39,136.7,0.05,41.449728,-82.108923,179.1,3.8,NA
"WF5141158_00041","WF5141158","00041","2023-08-09",182,1.95,6.25,0.43,164.56,0.04,41.449731,-82.108927,178.8,3.8,NA
