"Tag","Serial Number","Sample ID","Date","Elapsed time (s)","Volume (l)","Pressure (psi)","Flow (l/min)","Rate (mL/m)","Speed (m/s)","Latitude","Longitude","Elevation (m)","Accuracy (±m)","Status"
"WE261112D_00009","WE261112D","00009","2023-08-21",70,0.96,1.53,0.93,571.96,0.03,47.037775,-88.515578,178.9,2.4,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",72,0.98,3.59,0.66,417.46,0.03,47.037775,-88.515578,179,2.4,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",74,1,2.45,0.67,410.54,0.03,47.037775,-88.515577,179.1,2.4,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",76,1.02,2.13,0.63,365.85,0.03,47.037774,-88.515577,179.2,2.3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",78,1.04,3.15,0.59,332.21,0.03,47.037773,-88.515577,179.4,2.3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",80,1.06,2.06,0.61,340.02,0.03,47.037772,-88.515579,179.5,2.3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",82,1.08,2.27,0.6,337.84,0.03,47.037771,-88.515579,179.5,2.3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",84,1.1,2.42,0.59,326.15,0.03,47.037771,-88.515579,179.5,2.3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",86,1.12,2.8,0.58,326.58,0.03,47.03777,-88.515578,179.6,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",88,1.14,2.1,0.61,337.2,0.03,47.037769,-88.515577,179.6,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",90,1.16,1.47,0.6,315.46,0.03,47.037769,-88.515577,179.7,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",92,1.18,1.35,0.6,316.46,0.03,47.037769,-88.515577,179.8,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",94,1.2,1.4,0.6,317.97,0.03,47.037769,-88.515577,179.8,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",96,1.22,1.63,0.59,311.67,0.03,47.037769,-88.515576,179.7,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",98,1.24,1.2,0.61,320.21,0.03,47.037769,-88.515574,179.7,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",100,1.26,1.15,0.6,316.96,0.03,47.037769,-88.515573,179.7,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",102,1.28,0.97,0.6,315.96,0.03,47.037769,-88.515572,179.7,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",104,1.3,1.29,0.6,325.2,0.03,47.037769,-88.515571,179.7,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",106,1.32,1.17,0.6,313.48,0.03,47.037769,-88.515569,179.8,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",108,1.34,1.2,0.6,310.08,0.03,47.037769,-88.515568,179.7,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",110,1.36,1.21,0.6,330.03,0.03,47.037769,-88.515568,179.8,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",112,1.38,1.28,0.6,336.7,0.03,47.037769,-88.515567,179.8,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",114,1.4,1.38,0.6,335.01,0.03,47.037769,-88.515567,179.8,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",116,1.42,1.03,0.6,346.02,0.03,47.03777,-88.515567,179.9,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",118,1.44,1.14,0.6,375.94,0.03,47.03777,-88.515566,180,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",120,1.46,1.26,0.6,375.23,0.03,47.03777,-88.515566,180.1,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",122,1.48,1.1,0.6,371.75,0.03,47.03777,-88.515566,180.2,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",124,1.5,1.18,0.6,367.65,0.03,47.03777,-88.515566,180.3,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",126,1.52,1.21,0.6,371.75,0.03,47.037771,-88.515567,180.3,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",128,1.54,1.3,0.6,397.61,0.03,47.037771,-88.515567,180.3,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",130,1.56,1.08,0.6,382.41,0.03,47.037772,-88.515567,180.3,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",132,1.58,1.06,0.6,381.68,0.03,47.037772,-88.515567,180.3,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",134,1.6,1.07,0.6,377.36,0.03,47.037771,-88.515567,180.2,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",136,1.62,1.11,0.6,368.32,0.03,47.037771,-88.515566,180.1,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",138,1.64,1.07,0.6,380.95,0.03,47.037771,-88.515566,180.1,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",140,1.66,1.17,0.6,385.36,0.03,47.037772,-88.515566,180.1,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",142,1.68,1.15,0.6,371.75,0.03,47.037772,-88.515567,180.1,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",144,1.7,1.25,0.6,344.23,0.03,47.037773,-88.515567,180.1,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",146,1.72,3.21,0.59,321.88,0.03,47.037774,-88.515567,180.1,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",148,1.74,5.83,0.58,303.51,0.03,47.037775,-88.515567,180,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",150,1.76,6.77,0.59,295.3,0.03,47.037776,-88.515568,180,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",152,1.78,7,0.59,275.44,0.04,47.037777,-88.515568,179.9,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",154,1.8,6.84,0.6,267.38,0.04,47.037779,-88.515568,179.8,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",156,1.82,6.19,0.6,250.31,0.04,47.03778,-88.515569,179.8,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",158,1.84,5.44,0.59,216.35,0.05,47.037782,-88.515568,179.8,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",160,1.86,5.17,0.53,177.02,0.05,47.037783,-88.515568,179.8,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",162,1.87,5.23,0.48,149.53,0.06,47.037785,-88.515567,179.7,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",164,1.88,5.76,0.36,109.39,0.06,47.037786,-88.515566,179.6,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",166,1.88,5.92,0.28,84.08,0.06,47.037788,-88.515567,179.6,3,NA
"WE261112D_00009","WE261112D","00009","2023-08-21",397,1.89,0.98,0,0,0.08,47.037879,-88.515416,185.5,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",0,0,0.83,0.01,2.4,0.07,47.037881,-88.515415,185.7,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",2,0,0.86,0,0,0.07,47.037881,-88.515415,185.6,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",4,0,1.86,0.02,5.38,0.06,47.037882,-88.515415,185.5,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",6,0,2.65,0.01,2.74,0.06,47.037883,-88.515414,185.5,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",8,0,3.55,0,0,0.06,47.037884,-88.515412,185.4,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",10,0,3.65,0,0,0.06,47.037886,-88.515413,185.2,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",12,0,5.92,0.01,2.87,0.06,47.037887,-88.515413,185,2.3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",14,0.02,6.82,0.47,137.19,0.06,47.037887,-88.515411,184.6,2.3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",16,0.06,6.9,0.83,259.78,0.05,47.037887,-88.515411,183.9,2.3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",18,0.09,3.71,0.87,286.56,0.05,47.037887,-88.515412,183.6,2.3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",20,0.11,4.11,0.74,254.56,0.05,47.037888,-88.515413,183.1,2.3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",22,0.13,4.05,0.74,240.18,0.05,47.037889,-88.515415,182.5,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",24,0.16,3.58,0.71,241,0.05,47.037888,-88.515415,182.1,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",26,0.18,4.25,0.7,243.56,0.05,47.037889,-88.515416,181.6,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",28,0.2,3.96,0.71,256.97,0.05,47.037889,-88.515416,181.2,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",30,0.23,4.15,0.7,296.11,0.04,47.037888,-88.515415,180.9,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",32,0.25,4.3,0.69,315.07,0.04,47.037888,-88.515415,180.7,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",34,0.27,4.2,0.7,343.64,0.03,47.037888,-88.515415,180.4,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",36,0.3,4.36,0.7,351.94,0.03,47.037888,-88.515415,180.3,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",38,0.32,4.41,0.7,358.97,0.03,47.037888,-88.515414,180.3,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",40,0.34,4.18,0.7,372.74,0.03,47.037889,-88.515413,180.2,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",42,0.37,4.02,0.7,439.42,0.03,47.037888,-88.515413,180.2,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",44,0.39,4.08,0.7,329.1,0.04,47.037889,-88.51541,180.2,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",46,0.41,4.37,0.69,309.14,0.04,47.037888,-88.515408,180.3,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",48,0.44,4.58,0.7,248.49,0.05,47.037886,-88.51541,180.2,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",50,0.46,4.59,0.7,243.06,0.05,47.037886,-88.515409,180.2,2.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",52,0.48,4.83,0.7,226.54,0.05,47.037885,-88.515409,180.2,3.9,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",54,0.51,4.77,0.7,236.65,0.05,47.037885,-88.51541,180.3,3.9,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",56,0.53,4.46,0.7,244.33,0.05,47.037884,-88.515411,180.5,3.9,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",58,0.55,4.57,0.7,256.69,0.05,47.037884,-88.515412,180.7,3.9,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",60,0.57,4.99,0.7,244.84,0.05,47.037883,-88.515413,180.9,3.9,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",62,0.6,4.64,0.7,239.81,0.05,47.037883,-88.515414,181.2,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",64,0.62,5.4,0.75,320.92,0.04,47.037883,-88.515414,181.3,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",66,0.65,6.32,0.77,346.38,0.04,47.037883,-88.515414,181.3,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",68,0.67,5.53,0.8,440.04,0.03,47.037882,-88.515414,181.3,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",70,0.7,6.62,0.77,456.7,0.03,47.037881,-88.515414,181.4,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",72,0.73,5.71,0.81,518.23,0.03,47.037881,-88.515415,181.5,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",74,0.75,5.93,0.8,490.2,0.03,47.037881,-88.515416,181.6,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",76,0.78,6.27,0.8,451.21,0.03,47.037881,-88.515418,181.6,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",78,0.81,6.16,0.8,401.61,0.03,47.03788,-88.51542,181.6,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",80,0.83,6.22,0.8,424.63,0.03,47.03788,-88.515421,181.6,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",82,0.86,6.37,0.8,377.71,0.04,47.03788,-88.515422,181.6,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",84,0.89,6.68,0.8,356.51,0.04,47.037881,-88.515423,181.4,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",86,0.91,6.6,0.8,356.51,0.04,47.037882,-88.515425,181.2,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",88,0.94,6.77,0.8,376.12,0.04,47.037882,-88.515425,181,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",90,0.97,6.73,0.8,353.2,0.04,47.037882,-88.515426,180.9,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",92,0.99,7.02,0.8,347.22,0.04,47.037882,-88.515427,180.9,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",94,1.02,6.91,0.8,330.03,0.04,47.037882,-88.515428,180.9,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",96,1.05,7.23,0.8,330.03,0.04,47.037881,-88.515428,180.8,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",98,1.07,7.38,0.8,326.4,0.04,47.03788,-88.51543,180.7,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",100,1.1,7.33,0.8,305.46,0.04,47.03788,-88.515431,180.7,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",102,1.13,7.55,0.8,309.72,0.04,47.03788,-88.515431,180.8,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",104,1.15,7.65,0.8,305.46,0.04,47.03788,-88.515432,180.9,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",106,1.18,7.75,0.8,277.49,0.05,47.037879,-88.515434,181.1,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",108,1.21,7.99,0.8,274.63,0.05,47.037878,-88.515435,181.2,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",110,1.23,8.11,0.8,261.44,0.05,47.037879,-88.515437,181.3,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",112,1.26,8.17,0.8,256.16,0.05,47.037879,-88.515438,181.3,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",114,1.29,8.21,0.8,246.23,0.05,47.03788,-88.51544,181.2,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",116,1.31,8.3,0.8,238.52,0.06,47.03788,-88.515442,181.2,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",118,1.34,8.4,0.8,235.57,0.06,47.037879,-88.515443,181.4,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",120,1.37,8.61,0.8,239.16,0.06,47.037878,-88.515444,181.7,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",122,1.39,8.66,0.8,239.81,0.06,47.037876,-88.515444,181.9,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",124,1.42,8.88,0.8,233.3,0.06,47.037875,-88.515445,182.3,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",126,1.45,9.07,0.8,241.33,0.06,47.037874,-88.515447,182.5,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",128,1.47,9.13,0.8,233.71,0.06,47.037873,-88.515448,182.8,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",130,1.5,9.42,0.8,235.36,0.06,47.037873,-88.51545,183,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",132,1.53,9.47,0.8,227.34,0.06,47.037873,-88.515453,183.2,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",134,1.55,9.66,0.8,220.02,0.06,47.037873,-88.515455,183.5,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",136,1.58,9.75,0.8,215.75,0.06,47.037875,-88.515457,183.9,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",138,1.61,9.77,0.8,210.14,0.06,47.037874,-88.515459,184.1,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",140,1.63,9.77,0.77,196.08,0.07,47.037871,-88.515458,184.1,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",142,1.66,9.63,0.78,198.32,0.07,47.03787,-88.515459,184.3,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",144,1.68,9.92,0.77,194.15,0.07,47.03787,-88.51546,184.4,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",146,1.71,9.88,0.76,190.91,0.07,47.037869,-88.515461,184.3,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",148,1.73,10.03,0.75,187.27,0.07,47.037869,-88.515461,184.2,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",150,1.76,10,0.73,184.9,0.07,47.037869,-88.515461,183.8,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",152,1.78,10.08,0.72,185.76,0.06,47.03787,-88.515463,183,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",154,1.8,10.06,0.71,188.28,0.06,47.037872,-88.515465,182.4,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",156,1.83,10.02,0.7,185.77,0.06,47.037872,-88.515466,181.9,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",158,1.85,10.02,0.69,186.54,0.06,47.037872,-88.515466,181.5,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",160,1.87,10.01,0.69,188.68,0.06,47.03787,-88.515468,181.3,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",162,1.9,10.04,0.68,185.79,0.06,47.037872,-88.515472,181,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",164,1.92,9.97,0.66,182.88,0.06,47.037872,-88.515474,180.8,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",166,1.94,10.08,0.65,179.81,0.06,47.037872,-88.515474,180.6,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",168,1.96,10.02,0.64,182.96,0.06,47.037872,-88.515474,180.6,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",170,1.98,10.08,0.63,183.09,0.06,47.037873,-88.515475,180.3,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",172,2,9.99,0.62,187.03,0.06,47.037872,-88.515476,180.2,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",174,2.02,9.98,0.62,194.05,0.05,47.037873,-88.515477,180.1,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",176,2.04,10,0.61,195.33,0.05,47.037873,-88.515477,180.2,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",178,2.06,9.97,0.62,206.05,0.05,47.037875,-88.515478,180.4,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",180,2.08,9.96,0.6,211.19,0.05,47.037877,-88.51548,180.5,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",182,2.09,9.96,0.59,214,0.05,47.037878,-88.515486,180.5,3.1,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",192,2.11,8.34,0.07,31.45,0.04,47.037891,-88.515506,180.7,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",194,2.13,9.15,0.52,243.1,0.04,47.037892,-88.515507,180.6,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",196,2.16,9.88,0.71,349.07,0.03,47.037891,-88.515508,180.8,3,NA
"WE261112D_00010","WE261112D","00010","2023-08-21",198,2.19,5.64,0.79,414.05,0.03,47.037889,-88.515509,181.2,3,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",0,0.01,0.21,0,0,0.24,47.04505,-88.515419,183.2,4,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",2,0.01,0.27,0,0,0.21,47.045049,-88.515421,183.2,4,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",4,0.02,1,0.23,19.13,0.19,47.045048,-88.515423,183.3,3,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",6,0.05,0.62,0.62,58.65,0.17,47.045048,-88.515426,183.1,3,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",8,0.08,1.03,0.8,83.99,0.15,47.045049,-88.515426,182.9,3,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",10,0.09,2.95,0.52,58.17,0.15,47.045049,-88.515427,182.8,3,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",12,0.1,4.18,0.3,34.04,0.14,47.04505,-88.51543,182.6,3,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",14,0.1,4.99,0.11,13.33,0.13,47.04505,-88.515429,182.8,2.9,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",16,0.1,7.01,0.03,3.92,0.12,47.045052,-88.51543,182.7,2.9,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",18,0.12,7.7,0.53,75.5,0.11,47.045052,-88.51543,182.3,2.9,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",20,0.15,8.1,0.89,139.67,0.1,47.045052,-88.515431,182.1,2.9,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",22,0.19,6.39,1,173.34,0.09,47.045053,-88.515432,182,2.9,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",24,0.22,3.58,0.93,179.81,0.08,47.045054,-88.515431,181.9,2.9,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",26,0.25,5.25,0.81,174.98,0.07,47.045054,-88.51543,181.8,2.9,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",28,0.27,4.18,0.83,212.66,0.06,47.045055,-88.51543,181.7,2.9,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",30,0.3,4.5,0.8,234.12,0.05,47.045056,-88.515429,181.6,2.9,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",32,0.33,4.77,0.8,273.22,0.04,47.045056,-88.515428,181.6,2.9,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",34,0.35,4.46,0.8,334.59,0.04,47.045056,-88.515428,181.8,2.9,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",36,0.38,4.8,0.8,402.21,0.03,47.045055,-88.515427,182,2.9,NA
"WE261112D_00011","WE261112D","00011","2023-08-21",38,0.41,4.96,0.8,502.2,0.02,47.045055,-88.515426,182.1,2.9,NA
